Gene Set	Score	0.95 MoE	P-Value	FDR
chr21p11	0.2096655130161508	0.26452297221514215	0.28496932515337425	0.8946360153256704
chr12p	0.20943506702449524	0.3361005784729326	0.2852760736196319	0.8946360153256704
chrxq27	0.20862356859971984	0.20230395337147403	0.28680981595092025	0.8946360153256704
chr16q24	0.20778139226213718	0.2535722838854884	0.2889570552147239	0.8946360153256704
chr14q21	0.20658073622405274	0.22620600850250103	0.2911042944785276	0.8946360153256704
chr3p26	0.2058406221313295	0.2682694219278601	0.2920245398773006	0.8946360153256704
chr5q22	0.2030690056519958	0.20778089825398777	0.2960122699386503	0.8946360153256704
chr3p11	0.20100934531171843	0.20896463971798296	0.29662576687116565	0.8946360153256704
chr5p14	0.20059135662171843	0.2707809713257228	0.297239263803681	0.8946360153256704
chr17p11	0.19516678238054969	0.2556129694101426	0.3039877300613497	0.8946360153256704
chr4p15	0.1934992904116297	0.2513555782484419	0.30552147239263805	0.8946360153256704
chr6q22	0.1931247237125289	0.2371606884935277	0.3058282208588957	0.8946360153256704
chr19p13	0.19291126302541217	0.20699069103645681	0.30644171779141105	0.8946360153256704
chr2q37	0.18922290853420803	0.23460676215905132	0.3098159509202454	0.8946360153256704
chr13q32	0.1886168452299621	0.15791332147695522	0.3116564417177914	0.8946360153256704
chrxq22	0.18559104586444086	0.252184556647662	0.3147239263803681	0.8946360153256704
chr3q26	0.17773860025473429	0.23403921944457465	0.3236196319018405	0.8946360153256704
chr7p21	0.17563046380352662	0.3342109410200064	0.3276073619631902	0.8946360153256704
chr16q12	0.17356432832103197	0.2601013748419683	0.33067484662576685	0.8946360153256704
chr3p21	0.1713993991193609	0.3371410649643253	0.3334355828220859	0.8946360153256704
chr4q34	0.16649626836825285	0.21538353231324034	0.3423312883435583	0.8946360153256704
chr14q11	0.16588294126509753	0.2904245604502397	0.3441717791411043	0.8946360153256704
chr3q13	0.16554468032752356	0.23738279863532555	0.344478527607362	0.8946360153256704
chr2q22	0.16382607104296024	0.20386441281660125	0.3460122699386503	0.8946360153256704
chr6q	0.1630202090748648	0.24654752747276262	0.34754601226993864	0.8946360153256704
chr10q21	0.1586999587508661	0.3121644019524666	0.35337423312883437	0.8946360153256704
chr6q12	0.15560011351586553	0.30951316821698355	0.35521472392638037	0.8946360153256704
chr9p13	0.152552774458817	0.30215889084222053	0.36012269938650304	0.8946360153256704
chr8q21	0.14916298240491946	0.25356041710003174	0.36625766871165644	0.8946360153256704
chr7p11	0.14746204022454054	0.21974674783466933	0.36871165644171777	0.8946360153256704
chr16q22	0.14189496216847397	0.31446492144606053	0.3763803680981595	0.8882096069868994
chr11p12	0.13859845091605427	0.22972794129238286	0.38282208588957056	0.8828947368421053
chr9p12	0.13845934010929342	0.3179916776623665	0.38374233128834356	0.8828947368421053
chr13q12	0.13833413492354427		0.3843558282208589	0.8828947368421053
chr20q11	0.1299658815668621		0.38926380368098157	0.8828947368421053
chr15q23	0.1281234022711623		0.39263803680981596	0.8828947368421053
chr7q11	0.12560475216795305		0.39662576687116563	0.8825112107623317
chr4q24	0.12420206407914677		0.39846625766871163	0.8825112107623317
chr10p13	0.11990048121032561		0.4039877300613497	0.8796380090497737
chr17q25	0.11380483995313906		0.4101226993865031	0.8745454545454546
chr4p14	0.11300358030756054		0.41134969325153375	0.8745454545454546
chr9q31	0.10639484206477091		0.4171779141104294	0.8720183486238531
chr16p11	0.1039591493429308		0.42116564417177915	0.8700460829493086
chr1p	0.09824506363954275		0.4273006134969325	0.8648148148148149
chr18p	0.09820771144921868		0.42760736196319016	0.8648148148148149
chr4q35	0.09796687209979277		0.4279141104294479	0.8648148148148149
chrxq24	0.09618594586454715		0.4288343558282209	0.8648148148148149
chr20p13	0.09617636619817768		0.42914110429447855	0.8648148148148149
chr6q13	0.09406825079784642		0.4322085889570552	0.8648148148148149
chr3q	0.09204041012689979		0.43374233128834355	0.8648148148148149
chr7q34	0.08594623261674667		0.44263803680981595	0.8648148148148149
chr4q28	0.08594401158324436		0.4429447852760736	0.8648148148148149
chr7q35	0.08459247052930942		0.4469325153374233	0.8648148148148149
chr1p22	0.06735870498574		0.4558282208588957	0.8616504854368932
chr6p12	0.05746674585756848		0.46134969325153374	0.8570731707317073
chr2q	0.05137097896662928		0.4662576687116564	0.8534313725490196
chr1q43	0.04947670145994009		0.4690184049079755	0.8532019704433499
chr1q23	0.048463071649510484		0.47024539877300614	0.8532019704433499
chr17q23	0.044083152415185865		0.47392638036809814	0.8532019704433499
chr7p12	0.04403630931796647		0.4742331288343558	0.8532019704433499
chr1p12	0.0427155073603633		0.4751533742331288	0.8532019704433499
chrxp21	0.04233616579179245		0.4754601226993865	0.8532019704433499
chr1q31	0.040474019265602894		0.47914110429447854	0.8532019704433499
chr6q21	0.03839991516000081		0.48190184049079754	0.8532019704433499
chr9p24	0.036321277197194246		0.4831288343558282	0.8532019704433499
chr11p11	0.03589826029768773		0.4834355828220859	0.8532019704433499
chr14q	0.032784809213637855		0.48803680981595093	0.8532019704433499
chr5q	0.028596384020559418		0.49233128834355827	0.8532019704433499
chr19q	0.011224923287778152		0.5	0.8532019704433499
chr12p13	-0.014207538617055185		0.4947852760736196	0.8489473684210527
chr2p	-0.026175493415256417		0.4901840490797546	0.8455026455026455
chr3q21	-0.026893639930788388		0.48957055214723927	0.8455026455026455
chr15q11	-0.02740103571679527		0.4892638036809816	0.8455026455026455
chr17p12	-0.039714015554484096		0.4843558282208589	0.8455026455026455
chrxq12	-0.043534926094417385		0.4825153374233129	0.8455026455026455
chr4q33	-0.055800840544945		0.4723926380368098	0.8369565217391305
chryq11	-0.057157792617306837		0.4717791411042945	0.8369565217391305
chr16q23	-0.0603409615853069		0.47024539877300614	0.8369565217391305
chr2p16	-0.06105396113349469		0.4699386503067485	0.8369565217391305
chr6q25	-0.0643864438820227		0.46840490797546014	0.8369565217391305
chr9q34	-0.07118232948918489		0.4638036809815951	0.8369565217391305
chr3q22	-0.07127175930340296		0.4634969325153374	0.8369565217391305
chr12p11	-0.0713140542979655		0.46319018404907975	0.8369565217391305
chr14q31	-0.07485345011635897		0.46042944785276074	0.8369565217391305
chr7q33	-0.0795931348621148		0.45521472392638035	0.8369565217391305
chr11q14	-0.0815630417129983		0.452760736196319	0.8369565217391305
chr9p21	-0.08711521467820653		0.447239263803681	0.8369565217391305
chrxq13	-0.0897562186461826		0.4438650306748466	0.8369565217391305
chr5q34	-0.09076856803422005		0.4420245398773006	0.8369565217391305
chr13q22	-0.09249182021730923		0.4395705521472393	0.8369565217391305
chr3q25	-0.0986716829894116		0.4343558282208589	0.8369565217391305
chr8q23	-0.09916983222451996		0.4340490797546012	0.8369565217391305
chr15q22	-0.09937420040521859		0.4331288343558282	0.8369565217391305
chr1p21	-0.1016000005601473		0.4294478527607362	0.8369565217391305
chr3p12	-0.10521461614152476		0.4269938650306748	0.8369565217391305
chr9q13	-0.10544508802350991		0.4260736196319018	0.8369565217391305
chr8q	-0.10684359082577968		0.42392638036809815	0.8369565217391305
chr12q11	-0.11303113507808876		0.4180981595092024	0.8369565217391305
chr7q31	-0.11330678009710379		0.41779141104294476	0.8369565217391305
chr3q29	-0.1136747626476501		0.41687116564417176	0.8369565217391305
chr17q24	-0.11718453955034133		0.4125766871165644	0.8369565217391305
chr16p12	-0.12757370357196937		0.400920245398773	0.8272151898734178
chrxq23	-0.1383871707062276		0.38773006134969323	0.8050955414012738
chr17q	-0.13894306524149347		0.38742331288343557	0.8050955414012738
chr6q15	-0.14043113043445468		0.38558282208588956	0.8050955414012738
chr4q11	-0.14161297867023476		0.38404907975460123	0.8050955414012738
chr1p33	-0.14320825731924036		0.38190184049079756	0.8050955414012738
chr3p	-0.144132296200462		0.38098159509202456	0.8050955414012738
chr8q11	-0.14767957983432572		0.37668711656441717	0.8050955414012738
chr19p12	-0.1490454547516612		0.3736196319018405	0.8050955414012738
chr4q31	-0.15063547100245495		0.37116564417177916	0.8050955414012738
chr19q13	-0.15293884384185813		0.3693251533742331	0.8050955414012738
chr2q24	-0.159705221091991		0.3604294478527607	0.7993197278911564
chr2p13	-0.16101924555371147		0.3588957055214724	0.7993197278911564
chr5q23	-0.16622697774732215		0.35184049079754603	0.7910344827586208
chrxq26	-0.16663392278648612		0.35153374233128837	0.7910344827586208
chr8p22	-0.16701575687254716		0.350920245398773	0.7910344827586208
chr10q23	-0.1731634395204619		0.3450920245398773	0.7910344827586208
chr14q12	-0.17326459902152833		0.34478527607361964	0.7910344827586208
chr4q21	-0.17381573084958016		0.34294478527607364	0.7910344827586208
chr11q23	-0.17459571599232343		0.3423312883435583	0.7910344827586208
chr18q22	-0.17534996699000088		0.34171779141104297	0.7910344827586208
chr8q22	-0.17633569159074755		0.3407975460122699	0.7910344827586208
chr15q25	-0.17804101553333565		0.3392638036809816	0.7910344827586208
chr2p23	-0.17826159285362306		0.33865030674846625	0.7910344827586208
chr3q12	-0.18241692980138094		0.3355828220858896	0.7910344827586208
chr2q31	-0.19050191344718048		0.3245398773006135	0.7910344827586208
chr17q21	-0.19361236583636912		0.31993865030674845	0.7901515151515152
chr13q31	-0.20067752872541553		0.3131901840490798	0.7793893129770992
chr5q33	-0.20128751408536064		0.3113496932515337	0.7793893129770992
chr1q21	-0.2022949093791841		0.31104294478527605	0.7793893129770992
chr3p22	-0.20532756220750797		0.3076687116564417	0.7793893129770992
chr2q12	-0.20728056199984957		0.3049079754601227	0.7793893129770992
chr12q15	-0.2085978037088556		0.3030674846625767	0.7793893129770992
chr3p13	-0.21526590880365995		0.296319018404908	0.7728
chr2p12	-0.2201063766864465		0.2917177914110429	0.7669354838709677
chr11q13	-0.22268456591174293		0.28680981595092025	0.7601626016260163
chr2p15	-0.22584118197659894		0.2837423312883436	0.7581967213114754
chr7q32	-0.2264046961557612		0.2831288343558282	0.7581967213114754
chr9q22	-0.22663677624705025		0.28282208588957053	0.7581967213114754
chr8q12	-0.22712016350164493		0.28251533742331286	0.7581967213114754
chr15q21	-0.23484765404478994		0.2763803680981595	0.7581967213114754
chr13q11	-0.235717977266417		0.2748466257668712	0.7581967213114754
chr13q33	-0.23634041053943267		0.27361963190184047	0.7581967213114754
chr12q24	-0.24041941454674567		0.26901840490797546	0.7581967213114754
chr1q22	-0.24316813729680511		0.2677914110429448	0.7581967213114754
chr2q36	-0.24974527245158118		0.26288343558282207	0.7581967213114754
chr20p12	-0.2498050890506015		0.2625766871165644	0.7581967213114754
chr4q27	-0.2501545641998642		0.26134969325153373	0.7581967213114754
chr8q24	-0.25249510550540855		0.25920245398773006	0.7581967213114754
chr7q21	-0.2547534792693291		0.25644171779141106	0.7581967213114754
chr2q23	-0.25597413877689834		0.25429447852760734	0.7581967213114754
chr11q	-0.25947907827865807		0.25214723926380367	0.7581967213114754
chr2q14	-0.2635140394798348		0.24969325153374233	0.7581967213114754
chr17q12	-0.2645041451345911		0.24877300613496933	0.7581967213114754
chr14q22	-0.26574608894292717		0.248159509202454	0.7581967213114754
chr2q21	-0.2692777774848667		0.24447852760736197	0.7581967213114754
chr2q35	-0.2697765367996682		0.24355828220858897	0.7581967213114754
chr6p21	-0.274063780655333		0.24079754601226994	0.7581967213114754
chr10p15	-0.27491567506878867	0.33521041174079325	0.23987730061349694	0.7581967213114754
chr9p	-0.2798160681056087	0.2557858182355107	0.23650306748466257	0.7581967213114754
chr4p16	-0.28507073436117025	0.19324879812441892	0.23404907975460124	0.7581967213114754
chr11q12	-0.28667895118327363	0.34703160127827926	0.2322085889570552	0.7581967213114754
chr11p13	-0.29135744715322104	0.28195023475283276	0.22760736196319017	0.7581967213114754
chr1q44	-0.29702805087697676	0.27344274286743153	0.22515337423312884	0.7581967213114754
chr8p12	-0.299032325719645	0.24635136403128885	0.22300613496932514	0.7581967213114754
chr4q22	-0.3020722013084609	0.2077855584535621	0.22208588957055214	0.7581967213114754
chr1p31	-0.30747036374173137	0.3034633310091385	0.21932515337423314	0.7581967213114754
chr6p	-0.30832937224877627	0.187122980620235	0.2184049079754601	0.7581967213114754
chr9q12	-0.3098380568227856	0.2085489464077254	0.21687116564417178	0.7581967213114754
chr2q13	-0.3125965613266394	0.19473540886154703	0.2147239263803681	0.7581967213114754
chr5q31	-0.31542756533060046	0.2141673620713536	0.2134969325153374	0.7581967213114754
chr10p14	-0.32062588591569546	0.24115421614638796	0.2076687116564417	0.7581967213114754
chr6p24	-0.32464065366127354	0.2411089323742739	0.2049079754601227	0.7581967213114754
chr1q24	-0.33143747301449233	0.2667854165882931	0.2	0.7581967213114754
chr5p13	-0.3433820178837447	0.2530102227369673	0.19355828220858895	0.7511904761904761
chr9q21	-0.34345233634624556	0.2542207401918629	0.19294478527607362	0.7511904761904761
chrxq28	-0.3435635399864702	0.22701075731954604	0.19263803680981595	0.7511904761904761
chr10q25	-0.3464118706538405	0.1923938682990122	0.18987730061349692	0.7511904761904761
chr8p11	-0.3477646131039527	0.24669329005694227	0.18865030674846625	0.7511904761904761
chr11q24	-0.34954959017731896	0.20157983889733538	0.18711656441717792	0.7511904761904761
chr20q13	-0.350822192921654	0.24203220469081482	0.18619631901840492	0.7511904761904761
chr13q14	-0.3647969555986065	0.2430867647660967	0.17791411042944785	0.7511904761904761
chr14q13	-0.36501513625730514	0.17871361116342785	0.17730061349693252	0.7511904761904761
chr11p	-0.3704716950881643	0.29152489936024617	0.17515337423312882	0.7511904761904761
chr10q22	-0.3722197481820706	0.23248263231467256	0.17331288343558282	0.7511904761904761
chr13q13	-0.3750947615137985	0.1906903097330622	0.17116564417177915	0.7511904761904761
chr6q14	-0.38021640939121815	0.17720997912574935	0.1687116564417178	0.7511904761904761
chr3q23	-0.38317105802203577	0.3378246508510815	0.1659509202453988	0.7511904761904761
chr14q32	-0.385184910514446	0.284124993508644	0.16349693251533742	0.7511904761904761
chr22q13	-0.3960417353628534	0.23626866651036352	0.15552147239263803	0.7347826086956522
chrxq25	-0.3962047541867467	0.1749192322269617	0.15521472392638036	0.7347826086956522
chr1q12	-0.3992360968882996	0.24750726788243554	0.15276073619631902	0.7347826086956522
chr4q32	-0.39942503926293793	0.20626371808677016	0.15122699386503066	0.7347826086956522
chrxp11	-0.4002749824839734	0.1611964334830089	0.150920245398773	0.7347826086956522
chr6p23	-0.4059364498186096	0.1619220201552678	0.14969325153374233	0.7347826086956522
chr3p23	-0.41327317071648756	0.2046920856437364	0.14785276073619633	0.7347826086956522
chr5q32	-0.41429455329651504	0.23238326131228043	0.14662576687116563	0.7347826086956522
chr12q	-0.41651092041133375	0.17251368770162714	0.14539877300613496	0.7347826086956522
chr13q21	-0.4239704795145089	0.15368071680819323	0.14171779141104293	0.7347826086956522
chr13q34	-0.43760560091067574	0.3091913845697882	0.13588957055214723	0.7347826086956522
chr15q15	-0.4386752311214585	0.2618808622195954	0.13466257668711656	0.7347826086956522
chr3p25	-0.45019765430456987	0.16910987256693918	0.13006134969325153	0.7347826086956522
chr11q21	-0.450517726474161	0.25796997713551123	0.12883435582822086	0.7347826086956522
chr17q11	-0.45693334857452783	0.3599428375484348	0.12699386503067484	0.7347826086956522
chr1q25	-0.46501470242033416	0.17475263302328356	0.12331288343558282	0.7347826086956522
chr2q32	-0.4759827560231641	0.1795103772349366	0.1196319018404908	0.7347826086956522
chr17q22	-0.47707415631136246	0.23751546713983943	0.11871165644171779	0.7347826086956522
chr2p24	-0.4891747458487256	0.2397903763395011	0.11441717791411044	0.7313725490196078
chr18q12	-0.5004941238444909	0.21705514470179632	0.11042944785276074	0.72
chr8p23	-0.5051885537406207	0.33888624799643186	0.1067484662576687	0.710204081632653
chr12q21	-0.5086697273996706	0.18605515897220923	0.10429447852760736	0.7083333333333333
chr4q12	-0.5100643710892756	0.24710902389342965	0.10214723926380367	0.7083333333333333
chr1q32	-0.5106442447734866	0.2892695721843726	0.10153374233128834	0.7083333333333333
chr12q14	-0.5127174649327015	0.23111145840005032	0.100920245398773	0.7083333333333333
chr3q11	-0.5364171324224224	0.20921907667444162	0.09171779141104294	0.6795454545454546
chr5q15	-0.5372283524493374	0.17463034758193074	0.08987730061349693	0.6795454545454546
chr7p13	-0.5454068490087917	0.254540160095023	0.0892638036809816	0.6795454545454546
chrxq21	-0.5469952197178232	0.1719304775315051	0.08895705521472393	0.6795454545454546
chr2q11	-0.5528585620849086	0.26983913429160467	0.08650306748466258	0.6795454545454546
chr10q24	-0.5585942954879645	0.356433258911121	0.08404907975460123	0.6795454545454546
chr5q11	-0.565744927242808	0.3369359635479177	0.08220858895705521	0.6795454545454546
chr9q33	-0.5702333135135522	0.2862179128007373	0.0803680981595092	0.6795454545454546
chr12q13	-0.5724066284109425	0.14625239074785473	0.07975460122699386	0.6795454545454546
chr2p25	-0.5853219748083998	0.24216702820078453	0.07300613496932515	0.6795454545454546
chr14q23	-0.5862647223223232	0.2571430091390904	0.07269938650306748	0.6795454545454546
chr4p11	-0.5929747990223614	0.15890404666660138	0.0696319018404908	0.6795454545454546
chr21q21	-0.5931692371959674	0.18679942939435404	0.06901840490797546	0.6795454545454546
chr5q21	-0.5985955785905525	0.2349854157458182	0.06595092024539877	0.6795454545454546
chr15q13	-0.6066784889576367	0.20931548389309926	0.06226993865030675	0.6766666666666667
chr1p34	-0.6067796529831073	0.18070778330783271	0.06196319018404908	0.6766666666666667
chr10q26	-0.6106163148729606	0.19449978410656574	0.06165644171779141	0.6766666666666667
chr12p12	-0.6123885701659089	0.24992533012045975	0.0598159509202454	0.6766666666666667
chr22q11	-0.6257005192790724	0.31386479888352603	0.055521472392638035	0.6766666666666667
chr6q23	-0.6296135510642774	0.16967805923774826	0.051533742331288344	0.672
chr12q12	-0.6316198727191028	0.1683083976099365	0.050920245398773004	0.672
chr22q12	-0.6316756918719967	0.17791298070437916	0.05061349693251534	0.672
chr1p11	-0.6446911104721459	0.1737275365679263	0.046625766871165646	0.672
chr21q22	-0.6449111217668837	0.31184174597195496	0.04631901840490798	0.672
chr1q42	-0.6478083934342537	0.16349100055255741	0.04294478527607362	0.672
chr7p15	-0.6487557660327804	0.17014118528866887	0.04263803680981595	0.672
chr4q26	-0.6593264181755276	0.16214015380466962	0.0392638036809816	0.672
chr4q	-0.6631128249153517	0.15666991606018235	0.037116564417177915	0.672
chr9p23	-0.6727097679453301	0.24503797601718136	0.032208588957055216	0.65625
chr16p	-0.6771407238172115	0.20949491845694926	0.03128834355828221	0.65625
chr6q24	-0.7099759858687862	0.1403040738524271	0.026687116564417177	0.6214285714285713
chr2p21	-0.7185782116797486	0.17052980238403057	0.02607361963190184	0.6214285714285713
chr9p22	-0.7243760302511254	0.159534793453259	0.025153374233128835	0.6214285714285713
chr12q22	-0.7297682730152295	0.17123476187240513	0.02361963190184049	0.6214285714285713
chr10p11	-0.749877381217772	0.1815499630687621	0.01871165644171779	0.61
chr2q33	-0.7913155637495437	0.1681299519274047	0.015030674846625767	0.5444444444444444
chr16q11	-0.8038138973864822	0.17745877101714141	0.012576687116564417	0.5125
chr6p25	-0.8238234986692768	0.1831689991609269	0.010736196319018405	0.5
chr17p13	-0.8308103685638148	0.18272516962054666	0.0098159509202454	0.5
chr4q25	-0.8347215733414861	0.16812597800359083	0.008282208588957056	0.5
chr10q	-0.845289786449916	0.1800393799955314	0.006441717791411043	0.5
chr8p21	-0.8573353299237725	0.18275834943777686	0.003987730061349694	0.43333333333333335
chrxp22	-0.8611158091089004	0.1581216711553712	0.0027607361963190185	0.43333333333333335
chr22q	-0.8653004065049261	0.1615232047527251	0.00030674846625766873	0.1
