Gene Set	C_1_tpm	C_2_tpm	C_3_tpm	VS_1_tpm	VS_2_tpm	VS_3_tpm
AKT1.Lung_SALE_Skin_PMEL.Weeks_UP	13428.384937404942	13476.82637343519	13465.83021897502	13426.091543888888	13476.711008990209	13319.468002044967
AKT1.Lung_SALE_Skin_PMEL_DN	13393.406459768321	13262.778493329633	13630.854472515575	13263.44391806935	13572.267492121575	13585.766676590814
AKT1.Lung_SALE_Skin_PMEL_UP	13014.78377667863	12950.168671234533	12981.596201954913	12901.274819960438	12980.408698366284	12925.23044945831
AKT1.Lung_SALE_UP	12634.417359383862	12575.880617201226	12770.735213029988	12798.472929656378	12734.991939527994	12597.321541157185
AKT1.Skin_PMEL.24_DN	13772.848912616295	13674.978299758503	13740.738814402323	13732.696275176624	13721.186234102794	13777.111505298577
AKT1.Skin_PMEL.24_UP	13381.102291910638	13409.662251709891	13588.042278108733	13378.498239033492	13542.101294444477	13444.283993224655
AKT1.Skin_PMEL.Weeks_DN	14564.946658131026	14522.693587808692	14754.638890150392	14570.576285669404	14666.84936793967	14538.136539983803
AKT1.Skin_PMEL.Weeks_UP	11962.530738847618	12011.411562678592	11735.60592294031	11881.201346408583	11720.618301129052	11746.57819330251
AKT1.Skin_PMEL_DN	14106.229665998544	14070.267220281985	14078.354101437946	14052.146527424504	14046.526066918632	14109.53445477207
AKT1.Skin_PMEL_UP	12483.915219201874	12359.149190226033	12474.406388412508	12393.750387749371	12321.891617589079	12232.969983293313
AKT1.Weeks_DN	12342.306030049656	12299.617902610664	12328.912335084333	12116.782097391824	12348.52241148058	12300.393266875764
AKT1.Weeks_UP	13689.460705709205	13787.089278289179	13713.08690197883	13698.925195904812	13738.266462178219	13536.103775974405
AKT1_DN	13117.673661119305	13040.3435538709	13126.283300930754	12980.790453938343	13053.989801388132	13129.964920327186
AKT1_UP	13118.425060780824	13066.702054346802	13076.45724585687	13002.478565805606	13033.157588314474	13030.696044091039
BRAF.24_DN	12492.833147405192	12546.210434097391	12413.261191274285	12661.933358232616	12362.836955077866	12524.487795179155
BRAF.24_UP	12945.932134770244	12846.855902630494	13020.757342839604	12811.552453966775	12985.170601665239	12903.943491894312
BRAF.Breast_HMLE.24_DN	12953.001099756153	12935.420827629938	13027.523242465146	13005.952208554485	12905.259153392397	12814.429251902855
BRAF.Breast_HMLE.24_UP	13809.876968712695	13664.420085440739	13486.52738771926	13410.567505359508	13438.131543716654	13489.606760766004
BRAF.Breast_HMLE.Weeks_DN	13046.420886909973	12992.40761071534	13173.03643897998	13088.528661175791	13112.8095323537	13038.331678261486
BRAF.Breast_HMLE.Weeks_UP	13469.194883668002	13262.43449333421	13207.507278543708	13080.645699109642	13003.498806765378	13228.857883987239
BRAF.Breast_HMLE_DN	12952.86711451755	12800.678075350756	12845.260555211824	12841.640116987683	12760.373564997766	12961.051462423597
BRAF.Breast_HMLE_Lung_SALE.24_DN	13127.427840907007	13162.939424649961	13371.42597015587	13435.82093248461	13389.771682785971	13338.068723074628
BRAF.Breast_HMLE_Lung_SALE.24_UP	13141.191453696778	13114.453565084666	13190.512719923367	12933.936399232376	13079.774652720871	13099.043196581559
BRAF.Breast_HMLE_Lung_SALE.Weeks_DN	13326.296270345138	13329.972577936598	13608.658857023374	13427.755492241573	13596.565858608097	13373.990072409764
BRAF.Breast_HMLE_Lung_SALE.Weeks_UP	12400.697400110977	12174.137177374278	12157.21027771049	11932.46047216473	11980.713677161493	12129.250698019276
BRAF.Breast_HMLE_Lung_SALE_DN	13877.474096842197	13727.383193692176	13946.330233237095	13746.511211383931	13928.426645676416	13946.024090250876
BRAF.Breast_HMLE_Lung_SALE_UP	11730.540915580928	11437.615662026283	11407.652245433163	11231.710152778705	11266.960894817283	11137.300516179404
BRAF.Breast_HMLE_Skin_PMEL.24_DN	13226.198743208712	13100.000448327613	13458.043356954726	13092.19978709754	13302.399347416935	13273.30048594828
BRAF.Breast_HMLE_Skin_PMEL.24_UP	14023.49781788106	13886.845326042741	13833.525280079315	13769.518570274562	13841.01398766527	13847.369780944118
BRAF.Breast_HMLE_Skin_PMEL.Weeks_DN	12465.550560645086	12243.61584853124	12424.158006029835	12418.449402122318	12424.7884848181	12425.23577720888
BRAF.Breast_HMLE_Skin_PMEL.Weeks_UP	14019.521932489102	13552.23723634415	13804.264297832347	13757.527128667542	13575.371961122444	13628.99710018586
BRAF.Breast_HMLE_Skin_PMEL_DN	12972.048385880396	12720.171878250545	12838.288151810157	12767.73857083632	12727.38557995122	12882.249344579215
BRAF.Breast_HMLE_Skin_PMEL_UP	13717.829158316541	13463.744329725048	13484.427204971189	13442.478853435263	13507.355114408016	13549.678507101373
BRAF.Breast_HMLE_UP	12327.688994946851	12136.746455893825	12003.53335661387	11858.769079829694	11880.640649660432	12109.278452356977
BRAF.Lung_SALE.24_DN	13996.029209764394	14171.048080303952	14055.333249428546	14448.387601627954	14234.762769618053	14020.654000740496
BRAF.Lung_SALE.24_UP	13104.929276312854	12918.93379587999	12942.945275463726	12652.301851439812	12844.00145472708	12785.33904316497
BRAF.Lung_SALE.Weeks_DN	12736.63271594095	12726.230290953548	13178.586463594393	12815.490998742367	12871.961096374533	12795.52196162624
BRAF.Lung_SALE.Weeks_UP	12478.842325101412	12395.775687411004	12302.807598442874	12089.179690987738	12055.185693371226	12110.514831608441
BRAF.Lung_SALE_DN	13360.636546324855	13336.066459716432	13416.660502825256	13435.565992629814	13556.286647388084	13485.603174654956
BRAF.Lung_SALE_Skin_PMEL.24_DN	14169.359425648994	14237.182489983277	14204.139997655202	14413.601139806604	14267.915697705532	14268.754812410585
BRAF.Lung_SALE_Skin_PMEL.24_UP	13365.64727717829	13199.692322872765	13389.681293230187	13172.649026570756	13147.03073818294	13093.453578502767
BRAF.Lung_SALE_Skin_PMEL.Weeks_DN	12836.843999553594	12926.536565741297	13142.6724395249	13019.766782528517	13116.999542499703	13046.436886014522
BRAF.Lung_SALE_Skin_PMEL.Weeks_UP	13059.110986654121	13003.39544123098	12894.773144228786	12891.953823699083	12884.159675583383	12726.23037308055
BRAF.Lung_SALE_Skin_PMEL_DN	13777.99181348764	13747.377601795957	13936.35521373784	13761.34929023008	13943.893333839802	13871.230606739953
BRAF.Lung_SALE_Skin_PMEL_UP	13041.364414980819	13067.547065988725	12959.927685908935	12828.333304582684	12876.353969259912	12681.099417072532
BRAF.Lung_SALE_UP	12912.9054001473	12548.71723948962	12659.582783034375	12369.770487770378	12387.168995591292	12300.386019355083
BRAF.Skin_PMEL.24_DN	14285.970073033028	14331.079975112447	14202.790806431216	14176.03644683193	14226.816194281846	14280.681688530425
BRAF.Skin_PMEL.24_UP	12617.338813626518	12487.489329686141	12360.8039124779	12399.020567024188	12619.694293280372	12530.292439111578
BRAF.Skin_PMEL.Weeks_DN	15351.854106460078	15231.722199944557	15259.259922892	15236.534277135584	15265.343590008371	15253.00416813892
BRAF.Skin_PMEL.Weeks_UP	12096.704174760465	11988.429160252734	11909.688936383669	11786.86478369621	11763.267320652802	11828.973613475773
BRAF.Skin_PMEL_DN	14731.349086514938	14712.022466375083	14702.519916755067	14663.339801137841	14712.263192050323	14734.822636176057
BRAF.Skin_PMEL_UP	12748.879950182638	12884.82867974961	12541.226553179342	12608.554448803445	12484.520006391227	12538.044273396341
BRAF.Weeks_DN	13125.53897917273	13077.767682567908	13245.7676550563	13258.166309933771	13221.944208246989	13164.908421044629
BRAF.Weeks_UP	12911.257467812742	12912.460469113394	12852.812220980328	12760.146947846682	12731.880515922783	12690.780096869179
BRAF_DN	13303.373300321831	13189.877781438821	13385.048061260874	13226.622243205144	13224.000243337961	13285.39939892116
BRAF_UP	12715.386941103145	12550.551246581637	12540.47726279418	12406.190240897142	12396.295298776116	12317.111343190114
ETV1.24_DN	14115.746411275692	14121.19888255797	14162.464714936448	14122.972154944368	14130.639819077505	14118.570117047182
ETV1.24_UP	12453.204327079482	12640.765447356871	12414.539004075657	12431.89024426566	12368.89375745241	12309.390510098649
ETV1.Breast_HMLE.24_DN	13785.031388612744	14007.018959552905	13648.009252534219	13819.925900565417	13748.989583107046	13938.235839510959
ETV1.Breast_HMLE.24_UP	14257.627089488182	14231.755528910418	14135.140779707075	14107.776917957479	14125.073608738312	14146.578490003041
ETV1.Breast_HMLE.Weeks_DN	12747.902936908893	12734.181819641384	12581.968577588	12736.549494182704	12685.609877699319	12690.215362234148
ETV1.Breast_HMLE.Weeks_UP	13957.63180221718	13933.93732717425	14100.990047109452	13874.281499656307	14002.018670802265	13772.205978634463
ETV1.Breast_HMLE_DN	12578.424371312996	12658.657796963507	12397.147382300625	12586.2444940212	12753.24696591343	12751.046540923257
ETV1.Breast_HMLE_Lung_SALE.24_DN	14127.758523562972	14303.05847190575	14163.521351773714	14308.915182134475	14113.132841502362	14149.808571337073
ETV1.Breast_HMLE_Lung_SALE.24_UP	12281.85889364614	11813.703387525728	12146.150910005314	11761.424276789508	11794.972438699897	11751.698124880668
ETV1.Breast_HMLE_Lung_SALE.Weeks_DN	13071.083942166944	13167.262775255393	12993.615557504261	13121.629792888602	13126.263462187362	12975.04915892279
ETV1.Breast_HMLE_Lung_SALE.Weeks_UP	11934.970984915442	11833.322472111588	12078.437691685667	11852.154810665983	11999.349415994871	11952.452668740008
ETV1.Breast_HMLE_Lung_SALE_DN	14600.75548463062	14810.896919705236	14640.272701956674	14646.467859793524	14894.688742521179	14646.154207735342
ETV1.Breast_HMLE_Lung_SALE_UP	10482.721262242936	10364.632316141717	10900.06470317517	10664.15752297057	10623.619124092114	10411.928041139594
ETV1.Breast_HMLE_Skin_PMEL.24_DN	13107.651037999445	13195.323618327384	13426.570725572423	13116.881423009732	13034.553290580518	13058.789683979896
ETV1.Breast_HMLE_Skin_PMEL.24_UP	13793.693288525074	13728.069113957741	13873.534704472344	13815.325772659995	13915.437752497197	13791.025327836958
ETV1.Breast_HMLE_Skin_PMEL.Weeks_DN	12588.847230870868	12685.305158801822	12343.663104345862	12445.309636799819	12340.382303585153	12451.9544512981
ETV1.Breast_HMLE_Skin_PMEL.Weeks_UP	14825.684659197685	14642.423474556917	14804.714125576817	14816.385911171164	14655.54812975835	14712.825309194815
ETV1.Breast_HMLE_Skin_PMEL_DN	13532.583681294953	13620.76021388718	13271.366505592301	13261.17330656578	13470.090715065922	13644.34448561553
ETV1.Breast_HMLE_Skin_PMEL_UP	13949.020411654452	13893.418767726984	14071.350077837182	14053.284575710068	14083.395781423982	14090.961972428493
ETV1.Breast_HMLE_UP	14147.364537680505	13911.080269987564	14241.674813892834	14163.805384302996	14197.086780402944	14189.174107566749
ETV1.Lung_SALE.24_DN	15030.614163378683	15030.229707069522	15031.168070897613	15062.778737507733	15063.693677654206	15067.979678247535
ETV1.Lung_SALE.24_UP	11260.834055671641	11277.289664833972	11255.719034273841	11182.838501349459	10922.585551260343	10743.58286389015
ETV1.Lung_SALE.Weeks_DN	13958.055107683163	14113.432734641488	13961.917631087286	13919.196149859086	14101.223806477725	13961.371596579238
ETV1.Lung_SALE.Weeks_UP	12461.698422205653	12561.504191237795	12533.823913233718	12648.409469393078	12363.440431807356	12554.230326103994
ETV1.Lung_SALE_DN	14878.143425664744	14815.055510111259	14891.885120986963	14885.74652104428	14920.755608886726	14905.710542335042
ETV1.Lung_SALE_Skin_PMEL.24_DN	14326.411822804792	14233.304668330013	14397.241854414611	14394.426495691554	14243.920576801487	14276.375741578564
ETV1.Lung_SALE_Skin_PMEL.24_UP	11824.895694536444	11978.85126860466	11898.412489908173	11728.460248659014	11889.608504773598	11649.814431673733
ETV1.Lung_SALE_Skin_PMEL.Weeks_DN	13947.920804783216	13901.570974116068	13960.113724928276	13915.146695878135	13867.18227643268	13917.09951821907
ETV1.Lung_SALE_Skin_PMEL.Weeks_UP	13460.148261139399	13251.301056161044	13301.772861836029	13246.85248653471	13262.280174307001	13289.438852139512
ETV1.Lung_SALE_Skin_PMEL_DN	14451.753543280562	14262.651366942559	14532.24344772932	14356.27082967685	14306.713653412846	14479.598748946108
ETV1.Lung_SALE_Skin_PMEL_UP	12790.26929197422	12723.548742663019	12685.52012325354	12703.391154968838	12631.317458547503	12573.65194999216
ETV1.Lung_SALE_UP	11028.008182444271	11050.887001113053	11021.872676442681	10952.53511438944	11042.676807619027	10587.488558055036
ETV1.Skin_PMEL.24_DN	14309.846544160784	14296.967166769591	14446.024344079975	14419.85627493497	14423.768890418247	14278.587252902025
ETV1.Skin_PMEL.24_UP	13415.39410861637	13590.04592156051	13416.916106675568	13400.865088905892	13627.008943965393	13233.065729481777
ETV1.Skin_PMEL.Weeks_DN	14734.307773625636	14686.026831563824	14888.190525447357	14648.756251301142	14902.777766691024	14671.603525934237
ETV1.Skin_PMEL.Weeks_UP	12576.672962759823	12451.69464885883	12523.058215976815	12575.28629655876	12567.135827041491	12499.566284974448
ETV1.Skin_PMEL_DN	13918.646887391029	13877.593098958692	14089.916265739432	14255.099236775402	14012.546753704744	13697.241052475
ETV1.Skin_PMEL_UP	13284.995188775056	13509.3676383473	13087.777228234785	13190.107300676695	13585.242004496906	13168.24004978368
ETV1.Weeks_DN	12908.283902525252	12679.240594085622	12888.67419242166	12913.790474414825	12702.419454001578	12862.164712819933
ETV1.Weeks_UP	13138.912133354423	12884.964053366186	12900.095889300464	12881.532062147424	12944.704817541773	12762.374142368517
ETV1_DN	13418.641175712626	13463.848296561742	13505.277272923959	13402.109963748684	13289.206879176561	13458.513845007294
ETV1_UP	12625.59260463868	12515.84891060309	12552.793012312306	12571.098476898207	12482.85512919145	12441.634869740436
KRAS.12_DN	13901.071895582247	13872.682501490628	14086.01491040174	13915.502713595153	13895.106365205505	13943.130306947047
KRAS.12_UP	12846.219569776784	13042.710930345022	12747.594144937015	12750.13298556944	12577.88102529945	13015.081635603277
KRAS.18_DN	14008.797678109226	13888.05624767913	13995.894658443267	13999.516635234864	14008.79480750267	14012.17735150283
KRAS.18_UP	12536.711587795311	12755.966064747076	12821.172325071406	12772.226787092153	12818.586351269447	12896.883097065012
KRAS.24_DN	12988.798123376188	12766.486028210355	13097.336199134617	12925.233951373775	12769.526141126093	12735.227815222095
KRAS.24_UP	13723.569799516927	13717.096012317425	13764.863475480288	13818.011601386243	13675.807981393345	13638.52794657415
KRAS.36_DN	13016.62664575575	13082.647432839729	13290.589475377621	13027.039375445544	12986.775627912555	13109.574771767662
KRAS.36_UP	13000.947940208114	12836.459284113367	12784.104478023284	12782.141626722949	12648.38775339486	12781.880490209896
KRAS.Breast_HMLE.24_DN	13356.455197703688	13365.850053426684	13522.156681064593	13291.0637391028	13312.026039625001	13295.178371286349
KRAS.Breast_HMLE.24_UP	13734.38461993772	13983.512652711393	13745.016787039234	13660.801485732698	13509.965921121617	13685.672542345104
KRAS.Breast_HMLE.Weeks_DN	12720.907026527268	12396.10585377698	12771.911606198824	12689.88776001231	12508.820103412994	12642.743105883023
KRAS.Breast_HMLE.Weeks_UP	13854.8161219745	13839.854850915739	13963.770066986375	13907.04395994332	13879.775429626176	13875.690064630024
KRAS.Breast_HMLE_DN	11978.095514586148	11894.853173029696	12004.205576883898	11851.525260012073	11821.149697109493	12040.490489617649
KRAS.Breast_HMLE_Lung_SALE.12_DN	13901.071895582247	13872.682501490628	14086.01491040174	13915.502713595153	13895.106365205505	13943.130306947047
KRAS.Breast_HMLE_Lung_SALE.12_UP	12846.219569776784	13042.710930345022	12747.594144937015	12750.13298556944	12577.88102529945	13015.081635603277
KRAS.Breast_HMLE_Lung_SALE.18_DN	14008.797678109226	13888.05624767913	13995.894658443267	13999.516635234864	14008.79480750267	14012.17735150283
KRAS.Breast_HMLE_Lung_SALE.18_UP	12536.711587795311	12755.966064747076	12821.172325071406	12772.226787092153	12818.586351269447	12896.883097065012
KRAS.Breast_HMLE_Lung_SALE.24_DN	13114.345975497054	12972.639500022739	13095.13936481335	13148.403850187538	12872.179586040178	12776.58935422244
KRAS.Breast_HMLE_Lung_SALE.24_UP	13243.15031695807	13479.49886907968	13430.179351111241	13373.284022660586	13190.991568590456	13367.25714978494
KRAS.Breast_HMLE_Lung_SALE.36_DN	13294.693588225586	13369.966329306953	13539.456646144723	13460.211140140957	13148.520650810902	13368.494668575288
KRAS.Breast_HMLE_Lung_SALE.36_UP	13153.724837835414	12872.742210826682	12993.282626828624	12820.753328097415	12828.135365643328	12896.9365324386
KRAS.Breast_HMLE_Lung_SALE.Weeks_DN	12833.243989186361	12868.264236934427	13078.825496581712	12797.651814188092	12756.68025331047	12964.152739512145
KRAS.Breast_HMLE_Lung_SALE.Weeks_UP	13078.02626642365	12867.484425109515	12897.994078643493	12678.648755867998	12685.004476678034	12909.988777718545
KRAS.Breast_HMLE_Lung_SALE_DN	13169.128639717821	13053.214494778747	13026.320466572211	13083.93548857813	13014.176889174672	13053.879704721867
KRAS.Breast_HMLE_Lung_SALE_UP	13433.555943168289	13305.185011295547	13517.74754805529	13243.634455290949	13258.726321897626	13327.784821498566
KRAS.Breast_HMLE_Skin_PMEL.24_DN	13380.986093754962	13466.508765190052	13430.628570853652	13395.71308963121	13340.515691372391	13184.46042752178
KRAS.Breast_HMLE_Skin_PMEL.24_UP	13546.027400447412	13758.654352874564	13769.135300940236	13687.295690387029	13718.461000848398	13971.6402603545
KRAS.Breast_HMLE_Skin_PMEL.Weeks_DN	12907.804234337285	12759.882192741428	12917.203063327359	12884.114258711219	12781.954118067524	12840.330089005021
KRAS.Breast_HMLE_Skin_PMEL.Weeks_UP	14245.8389008988	14137.259006309037	14174.043281522456	14106.10184635522	14003.507254340835	14085.991784406184
KRAS.Breast_HMLE_Skin_PMEL_DN	12770.157528268917	12859.762960335514	12770.619783797243	12792.820625296708	12799.470272230343	12615.26126387372
KRAS.Breast_HMLE_Skin_PMEL_UP	13499.01390185167	13198.11464800766	13412.621147805985	13434.096568078536	13428.197389673365	13432.600205700452
KRAS.Breast_HMLE_UP	14024.705459529981	13827.615117731715	13614.8621219413	13614.586529245424	13584.580507943921	13602.994349404375
KRAS.Lung_SAEC.24_DN	12770.056589572378	12839.124756241035	12891.297681586091	13031.141375416131	12588.694547045112	12710.241389806113
