Gene Set	Score	0.95 MoE	P-Value	FDR
IPA_HAND1_DN	0.2699513397599453		0.2567612687813022	0.9266389177939647
IPA_EP300_DN	0.26896984761707576		0.25751252086811355	0.9266389177939647
IPA_CRX_UP	0.2670897249813473		0.25834724540901505	0.9265901981230449
IPA_KLF4_DN	0.2669775880851053		0.2585141903171953	0.9265901981230449
IPA_IRF9_UP	0.2641345379464675		0.2606010016694491	0.9257053291536049
IPA_ELK1_DN	0.26408968453879617		0.26068447412353923	0.9257053291536049
IPA_DMRT1_UP	0.26312119702887354		0.2613522537562604	0.9257053291536049
IPA_PTF1A_UP	0.26297414127450014		0.2614357262103506	0.9257053291536049
IPA_PRDM5_UP	0.26266254299498504		0.26176961602671117	0.9257053291536049
IPA_NFKB2_DN	0.2622081729997147		0.2621035058430718	0.9257053291536049
IPA_POU2AF1_DN	0.2581350169322921		0.26535893155258766	0.9255520504731861
IPA_JUP_UP	0.25786977713616954		0.265525876460768	0.9255520504731861
IPA_PLAG1_UP	0.25673462072670594		0.2663606010016695	0.9255520504731861
IPA_STAT1_DN	0.25412248945788246		0.2679465776293823	0.9252109704641351
IPA_PBX2_UP	0.2530509335791106		0.2684474123539232	0.9252109704641351
IPA_MYBBP1A_UP	0.25294521880665005		0.26853088480801335	0.9252109704641351
IPA_HOXB3_DN	0.25208732065630035		0.26936560934891485	0.9252109704641351
IPA_HOXB6_DN	0.25208732065630035		0.26936560934891485	0.9252109704641351
IPA_HOXB7_DN	0.25208732065630035		0.26936560934891485	0.9252109704641351
IPA_HOXB5_DN	0.25208732065630035		0.26936560934891485	0.9252109704641351
IPA_HOXC4_DN	0.2516862555344398		0.2696160267111853	0.9252109704641351
IPA_LITAF_UP	0.24855665962966075		0.2717863105175292	0.9252109704641351
IPA_ETV5_DN	0.24833213625085715		0.27220367278797997	0.9252109704641351
IPA_HHEX_DN	0.2472720332954023		0.27295492487479134	0.9252109704641351
IPA_MNAT1_UP	0.24652301315087838		0.2732888146911519	0.9252109704641351
IPA_GSX2_DN	0.2461857074375297		0.2736227045075125	0.9252109704641351
IPA_CDK9_DN	0.2460467963898394		0.27387312186978297	0.9252109704641351
IPA_XBP1_UP	0.24541563605248823		0.2743739565943239	0.9252109704641351
IPA_STAT5B_DN	0.24474259828760497		0.2752921535893155	0.9252109704641351
IPA_CREB3L2_UP	0.24146803925819305		0.27996661101836395	0.9252109704641351
IPA_IRF8_DN	0.24144619537156883		0.2800500834724541	0.9252109704641351
IPA_ZEB1_DN	0.24000052372544664		0.28096828046744576	0.9252109704641351
IPA_HOXA2_UP	0.23929790439101353		0.28146911519198664	0.9252109704641351
IPA_EPAS1_UP	0.23735519545462896		0.28297161936560933	0.9252109704641351
IPA_CTCF_UP	0.23385771769371258		0.2863105175292154	0.9224379719525351
IPA_GFI1_UP	0.23278161910134376		0.2868948247078464	0.9224379719525351
IPA_NFIL3_UP	0.2327518450027765		0.28697829716193657	0.9224379719525351
IPA_GABPB1_UP	0.2308558329299917		0.2898163606010017	0.9208874458874458
IPA_STAT2_DN	0.23083135668566718		0.28998330550918194	0.9208874458874458
IPA_ELF3_DN	0.2296635380126696		0.2909015025041736	0.9208874458874458
IPA_RARB_DN	0.22952603166580482		0.29123539232053425	0.9208874458874458
IPA_ARNTL_UP	0.22759281111006313		0.29307178631051756	0.9206521739130433
IPA_DNMT1_DN	0.22503635978075603		0.2959933222036728	0.9178454842219803
IPA_SKI_DN	0.22403254913496645		0.2967445742904841	0.9178454842219803
IPA_DEAF1_UP	0.22348528990436606		0.2973288814691152	0.9178454842219803
IPA_RBBP4_DN	0.22301105013760594		0.29799666110183637	0.9178454842219803
IPA_HINFP_UP	0.2220036878588667		0.3003338898163606	0.9161748633879783
IPA_NFIB_UP	0.22168269337622099		0.30091819699499167	0.9161748633879783
IPA_MEIS1_DN	0.21965811488025946		0.30258764607679467	0.9153340635268348
IPA_HOXA5_DN	0.21965811488025946		0.30258764607679467	0.9153340635268348
IPA_HOXC6_DN	0.21832432496386264		0.30484140233722873	0.9142700329308453
IPA_MED28_DN	0.2183034517547747		0.30509181969949917	0.9142700329308453
IPA_YWHAE_DN	0.2181902732019755		0.3052587646076795	0.9142700329308453
IPA_MYOCD_DN	0.21806884797389656		0.3054257095158598	0.9142700329308453
IPA_ZFHX3_UP	0.21698470121276484		0.3065108514190317	0.9142700329308453
IPA_NCOA3_DN	0.21654158569038948		0.3072621035058431	0.9142700329308453
IPA_SREBF1_DN	0.21537367290305529		0.30834724540901504	0.9142700329308453
IPA_NR2E3_DN	0.21481095705549524		0.3088480801335559	0.9142700329308453
IPA_ELK1_UP	0.21460206684319888		0.30909849749582635	0.9142700329308453
IPA_ZEB1_UP	0.21039413551029454		0.3122704507512521	0.9135254988913526
IPA_NOTCH2_UP	0.2089070030673021		0.31435726210350584	0.911764705882353
IPA_ZFP42_UP	0.20805000830730244		0.3156093489148581	0.9111111111111112
IPA_NFATC1_UP	0.20651571375840166		0.3174457429048414	0.9096774193548387
IPA_NR5A2_UP	0.20605346527475588		0.3182804674457429	0.9095768374164811
IPA_SATB1_DN	0.2056829969397205		0.3189482470784641	0.9095768374164811
IPA_ESRRB_DN	0.20532778013074107		0.3191986644407346	0.9095768374164811
IPA_CEBPD_UP	0.20483179146343392		0.3197829716193656	0.9095768374164811
IPA_ARNT2_UP	0.20416506956734864		0.32045075125208683	0.9095768374164811
IPA_POU2F2_DN	0.20383078172537836		0.32053422370617696	0.9095768374164811
IPA_FOXA2_UP	0.20354013969157095		0.3206176961602671	0.9095768374164811
IPA_CEBPE_DN	0.2032805318312609		0.3209515859766277	0.9095768374164811
IPA_MAX_DN	0.20253798882451424		0.32136894824707846	0.9095768374164811
IPA_SFPQ_UP	0.19963467512699626		0.32404006677796326	0.9095768374164811
IPA_CDK1_DN	0.19403859416137706		0.3307178631051753	0.9030405405405405
IPA_SET_UP	0.1918883737682081		0.3323873121869783	0.901803833145434
IPA_TERF1_DN	0.19097859734544836		0.33330550918196994	0.9015801354401806
IPA_HOXD8_UP	0.19053119682843353		0.3337228714524207	0.9015801354401806
IPA_ING1_DN	0.1900913779501075		0.3342237061769616	0.9015801354401806
IPA_KAT2B_DN	0.18969591171300518		0.3348914858096828	0.9015801354401806
IPA_FOXM1_UP	0.18932974488745494		0.33547579298831387	0.9015801354401806
IPA_SULT2A1_DN	0.18915754955431846		0.3356427378964942	0.9015801354401806
IPA_BRCA2_UP	0.18888821278934198		0.33580968280467444	0.9015801354401806
IPA_HOXC9_UP	0.18870959963697534		0.33614357262103506	0.9015801354401806
IPA_CDK9_UP	0.18863457021546784		0.3364774624373957	0.9015801354401806
IPA_CCNH_DN	0.18803177722867828		0.33681135225375625	0.9015801354401806
IPA_HES1_DN	0.18758078158926364		0.3373956594323873	0.9015801354401806
