Gene Set	C_1_tpm	C_2_tpm	C_3_tpm	VS_1_tpm	VS_2_tpm	VS_3_tpm
IPA_BACH1_DN	14206.0658964087	15483.922007522107	14798.836054373345	14673.0534916635	15508.346555435177	14716.635163990826
IPA_BACH1_UP	12355.435760629898	12423.187441055717	11913.592486058098	12562.516691268454	12487.930923924176	12390.080996201996
IPA_BACH2_DN						
IPA_BACH2_UP	13010.86310736732	12693.854260279602	12810.857525608508	13022.863442272848	13063.864586533406	12952.861488657265
IPA_BARHL2_DN						
IPA_BARHL2_UP	2633.5662015060707	2129.5735138136242		2053.571727600869	1639.4992743489463	1620.5451576869114
IPA_BARX2_DN						
IPA_BARX2_UP	10211.128299794002	9155.983082169265	8790.248680306175	10572.242244447487	10307.433192817301	10424.51353874709
IPA_BATF_DN						
IPA_BATF_UP	13528.877564122644	13133.866540148989	13399.87396388821	13092.865395888433	13511.877089673144	13393.873796435446
IPA_BCL11A_DN	2850.5795540196614					
IPA_BCL11A_UP						
IPA_BCL3_DN	7666.688485057834	8779.966642497486	8073.212311404963	9162.95922224349	9036.228069956342	9206.797433682672
IPA_BCL3_UP	14920.761839986124	13344.43922011422	14752.65996690435	11696.24927771943	14949.090473238863	15121.153382641063
IPA_BCL6_DN	10426.409828202193	10599.262169759468	10483.872310012943	10520.220194840644	10647.402621703892	10596.435243897335
IPA_BCL6_UP	9526.672918032456	10225.749363116167	9514.04093264511	9577.83487782684	9464.263596436882	9486.664554504241
IPA_BDP1_DN	11143.811001648808	10055.78063688087	10671.797828698012	10825.802126652297	10835.802405740238	10888.803884906323
IPA_BDP1_UP						
IPA_BHLHE22_DN						
IPA_BHLHE22_UP	2558.571404651795	1793.5500544243387	2589.5722698244117	2590.5722977332052	4040.612765484594	2398.5669392447453
IPA_BHLHE40_DN						
IPA_BHLHE40_UP	12739.204797483098	12651.358184988285	12752.944350646525	12754.354131433412	12400.075435393455	12509.258848983132
IPA_BHLHE41_DN	15131.061199998467	14797.14539572966	14836.548015679837	14380.661132321391	14161.25773965033	14344.588179158243
IPA_BHLHE41_UP						
IPA_BNC1_DN	11064.808796854079	11135.810778378456	10582.79534481534	10625.796544893485	10693.79844269148	10964.806005974671
IPA_BNC1_UP	7529.237175356221	8079.830989228354	6841.158107044684	7484.563750215989	7448.493343561849	7681.124556841029
IPA_BNIP3_DN						
IPA_BNIP3_UP	12156.384704363723	12302.813874863323	12539.523648362392	12684.802329730119	12803.322407825939	12398.703946466765
IPA_BRCA1_DN	12326.031850080914	12297.662435391821	11930.229373860908	11906.847451025104	12440.353475001495	12019.300263193656
IPA_BRCA1_UP	11656.8538502037	11624.488107752197	11884.140991455493	11842.717046334656	11973.804918151991	11528.75637060487
IPA_BRCA2_DN	13356.075653886744	12416.485782060872	12125.199978671611	11975.92853901006	13159.761644205662	12488.165731611489
IPA_BRCA2_UP	16196.334990489613	16049.178511499946	16018.43051147738	16059.33660720901	16146.027690967227	16109.719561673919
IPA_BRIP1_DN	17122.977868328802	17118.977756693628	17186.97965449163	17179.97945913007	17153.978733501426	17176.97937540369
IPA_BRIP1_UP						
IPA_CBFB_DN	9621.717250116088	9460.181586751927	9212.472905152295	9601.17640757223	9721.590610574736	9392.47183328703
IPA_CBFB_UP	8329.740842479172	8168.7550534176935	7419.660761671853	7668.498288423767	7691.781785975336	7957.467585949623
IPA_CBX2_DN	6502.288194254408	6073.273039355704	6347.207368130837	4807.1076534510885	5797.289058873809	4278.011248948067
IPA_CBX2_UP	941.3147083420637		972.0702204827597			
IPA_CCNH_DN	12246.841785048658	12647.852976475077	12428.846864449177	12625.852362481606	12353.844771289623	12814.857637243684
IPA_CCNH_UP	14725.481970432082	10949.22989485389	14738.584900937265	9331.973707967858	14064.437426752711	14636.465364236039
IPA_CCNT1_DN	9433.763277610966	9626.76866400822	9897.77622729141	9103.754067708926	9231.757640034564	9385.761937988851
IPA_CCNT1_UP	12351.607171750798	12585.563853301881	12409.796853794312	12688.036261498914	12296.09847643147	14396.524995691794
IPA_CDC5L_DN						
IPA_CDC5L_UP	1587.544305212762				1661.546370463523	1427.5398398057127
IPA_CDC73_DN						
IPA_CDC73_UP	3122.587145211646	3970.61081186901	2186.561022580405	4714.631576011791	3981.611118865744	3114.5869219412934
IPA_CDCA7L_DN						
IPA_CDCA7L_UP	15297.926934779338	15230.925064890134	15161.923139183345	15244.925455613253	15279.926432421044	15303.927102232103
IPA_CDK1_DN	11815.26080746224	11751.427534721373	12322.024615236876	12269.789032288023	11685.53893354871	12268.963013584947
IPA_CDK1_UP	13443.163838943694	13774.230033255855	13520.893470038753	13508.080609754186	13854.015390160674	13513.782827428287
IPA_CDK2_DN	9759.838207299254	10016.946540665882	9648.134050307877	9555.234653677171	9262.167571498701	9340.911972458114
IPA_CDK2_UP	12447.640231776959	12860.992394329982	12755.58478344328	12620.40006874997	13152.887267357657	12712.967135297626
IPA_CDK7_DN						
IPA_CDK7_UP	6944.693812622547	6217.673522929264	6492.681197847631	6814.690184479319	7164.699952557241	6975.694677795163
IPA_CDK9_DN	6061.747513592751	7381.8659511752785	6837.217993962095	7013.347533304245	5954.713715003819	9385.352553733846
IPA_CDK9_UP	11114.604593559785	11005.979275497277	10427.176030879287	11074.705865976532	10477.774992420258	11766.104160559571
IPA_CDX1_DN	10183.784209206511	10749.80000558395	10481.79252602714	10300.787474535415	10043.780301975341	10281.786944268328
IPA_CDX1_UP	12525.688503067677	7898.776763241843	12818.32386187478	7730.377714633964	12434.578613878111	7818.267759474448
IPA_CDX2_DN	10349.44543050967	9724.306594064185	9794.782299102024	9795.704713274448	9869.877460815836	9645.470532575842
IPA_CDX2_UP	6236.0940479608	5318.4487938530365	5823.630135301256	5854.734021701374	5827.692582898151	5437.999851885427
IPA_CEBPA_DN	10582.392893191512	10299.256178529493	10366.17126330437	10655.493729439168	10496.99935652796	10566.1709386323
IPA_CEBPA_UP	9610.589764372327	9296.685719541256	9681.451197975042	9214.844097083855	9427.544916834851	9309.240512597094
IPA_CEBPB_DN	10969.423692524597	10173.391463862186	10456.697660225967	10259.650529808614	10481.10525537731	10192.686618240165
IPA_CEBPB_UP	10922.916718084562	10365.61380208701	10467.184954435992	10696.279756464008	10578.574239440559	10702.899960243036
IPA_CEBPD_DN	11866.415468873545	11480.965438278967	11524.451856599453	11490.53928875323	12058.692649651779	11416.685615245855
IPA_CEBPD_UP	8913.20083891354	8572.139252594352	8664.443937630274	8942.709281199643	8637.344811560586	8940.516903265534
IPA_CEBPE_DN	11233.235891769395	9736.66020556636	11307.574263093124	10574.804099889474	11153.441703214161	11243.285291020009
IPA_CEBPE_UP	7965.534639359563	7320.156628786774	7418.016210163177	7356.392469829626	7564.540830531744	7072.329751283333
IPA_CENPA_DN						
IPA_CENPA_UP	3544.5989227227396	4863.635734422106	6106.670425053124	6971.694566159987	6794.689626303438	6182.672546121473
IPA_CHAF1A_DN	9151.344655324338	4738.095542102805	6084.179374828784	4278.6428041699855	8628.331816919988	4633.01755676504
IPA_CHAF1A_UP	12492.848650611997	12255.842036227805	12135.838687172518	12193.840305882573	11923.832770508176	12367.84516201274
IPA_CHAF1B_DN	9151.75540733104	6844.691021743141	6084.669811059654	5494.653344871159	8628.740811031746	6867.691663645404
IPA_CHAF1B_UP	17010.974742543858	17029.97527281095	17029.97527281095	16932.972565657907	16913.97203539082	16887.97130976217
IPA_CHD3_DN						
IPA_CHD3_UP						
IPA_CHD4_DN	11676.063258311655	11233.879183818826	11397.48308444726	10745.743699068307	10884.73487142495	10498.33359763191
IPA_CHD4_UP	6834.14171165616	7618.535663110318	6544.354313427398	6686.042432449032	6509.271436309428	6652.2685590749725
IPA_CHD5_DN	14122.894141946315	13904.88805782921	14180.89576065637	14191.896067653106	14202.896374649841	14129.894337307875
IPA_CHD5_UP						
IPA_CHD7_DN						
IPA_CHD7_UP		1612.545002932614	1608.544891297438	1501.5419050564733	2520.570344117621	1046.5292065551757
IPA_CHD8_DN						
IPA_CHD8_UP	7235.307426128973	11969.609405538116	11411.830867998822	11456.49927436228	7559.083742705313	7224.010411240536
IPA_CIITA_DN	11612.758483287813	9842.947613110035	8497.008764049084	8730.02724731938	11166.21007588181	8669.092959797736
IPA_CIITA_UP	7999.638688729854	9703.139984887765	7183.515451017154	7464.539123132783	9423.16818188485	8367.844674616335
IPA_CLOCK_DN						
IPA_CLOCK_UP	9740.680808312778	9838.707714643024	9496.731411193206	9354.72245172017	9096.721419008323	9752.70676566457
IPA_CNOT3_DN						
IPA_CNOT3_UP	15297.926934779338	15230.925064890134	15161.923139183345	15244.925455613253	15279.926432421044	15303.927102232103
IPA_CREB1_DN	9706.091051684014	10624.581158107372	11789.097005113623	10486.022899303212	8690.769520252614	9384.84234734566
IPA_CREB1_UP	11599.182044818908	11148.368462946373	11197.658054279642	11299.472475239583	11387.029858535272	11209.414815572836
IPA_CREB3L1_DN	11333.58956183068	11257.524839530808	11434.671699704135	11935.524392978748	11638.411805760847	11321.519425073753
IPA_CREB3L1_UP	8958.278387417442	8247.307706950849	8435.776025353935	8260.233480340701	8224.9007648825	8672.929365478216
IPA_CREB3L2_DN	15297.926934779338	15230.925064890134	15161.923139183345	15244.925455613253	15279.926432421044	15303.927102232103
IPA_CREB3L2_UP	14046.307333220971	13988.134668475033	14112.588607497682	14221.20131511891	13955.44874726978	14117.3801260891
IPA_CREB3L3_DN						
IPA_CREB3L3_UP	16530.986658487236	10399.456091615586	10540.433993077135	8106.708667124053	10383.986503747998	10373.962381441428
IPA_CREB3_DN						
IPA_CREB3_UP			2456.5685579548017			3260.5909966252266
IPA_CREB5_DN	11224.813262261128	11422.818788202352	11631.824621140311	11430.819011472704	11306.815550782241	11745.827802742833
IPA_CREB5_UP						
IPA_CREBBP_DN	10661.703483894224	10573.5897061659	10431.819567835604	10003.528421441848	11401.90366719871	10130.570403616324
IPA_CREBBP_UP	8140.852673986008	8049.784805095318	8101.460028643601	8095.765168170221	7966.890542917256	7854.4968040008725
IPA_CREM_DN	9268.883272718798	8214.29600051394	8342.354111322305	8556.988955578392	7921.167330151722	8264.110945022114
IPA_CREM_UP	10785.246806024612	10749.501226033317	11154.911042379825	11004.717589712738	11065.649236565938	11385.958150737522
IPA_CRTC1_DN						
IPA_CRTC1_UP						
IPA_CRX_DN		1342.327518836487				1117.2640803768568
IPA_CRX_UP	4193.739962847632	4873.44255378787	4458.421482443919	4499.408343048263	4687.880784121171	4628.800242101204
IPA_CTBP1_DN	9973.091486713767	9819.522498195342	11813.747287104625	10468.117581278195	9741.064516563716	9808.845382283293
IPA_CTBP1_UP	10007.114926747194	10010.650656471782	9866.2433344626	10670.661162822964	10463.5345557249	10787.093096983608
IPA_CTBP2_DN	4034.2217973771044	3026.550245331666	3078.1990231644104	2702.3512538775753	3004.194529723074	2744.350832420608
IPA_CTBP2_UP	15323.927660407984	15415.930228017036	15440.930925736888	15242.925399795664	15380.929251209245	15363.928776759745
IPA_CTCFL_DN						
IPA_CTCFL_UP	4241.30337705919					2986.257577448423
IPA_CTCF_DN	1677.7021092891957	1774.6241237689562	3441.6875344865466	1353.2086674233865	2408.70423184967	2178.3668911514624
IPA_CTCF_UP	6587.42469167364	8312.04195134455	6835.656758568361	6627.988512090978	8624.037966286274	8512.7439293202
IPA_CTNNB1_DN	10338.769326292035	9766.397838642974	10272.672616693832	10235.617175162617	10088.534665516565	10089.150605820878
IPA_CTNNB1_UP	9951.00609853376	9724.109736772489	9602.352612426694	9652.462811933065	9579.540109181286	9284.98850517172
IPA_CTR9_DN						
IPA_CTR9_UP	8943.488308151116	7793.700486328117	7875.013413594566	7361.311635639378	7946.1544970862515	7981.0990563067235
IPA_CUX1_DN	3416.166913218372	3731.987635019988	3214.3216548158266	2171.637453819589	3435.2837803855705	2970.9563352074106
IPA_CUX1_UP	1407.4512671717694	1466.484704706657	3352.69894010552	3976.5433459928017	2717.4544490406997	1459.3170823557969
IPA_DAXX_DN	12117.05817759019	9611.596070173795	9598.5877905699	9708.316980899379	9914.480620494433	9682.05879769506
IPA_DAXX_UP	10335.698485273744	9885.159185048806	10227.818469976028	9946.398835333712	8750.93076484211	9999.614148731762
IPA_DBP_DN	10812.047491670037	12117.266117653387	11944.277700724755	11750.260120382156	10637.890608707057	11864.900739360066
IPA_DBP_UP	9641.210532639918	9587.637264522953	10240.820611756928	9541.104783631397	10083.332152298433	9067.580412594865
IPA_DDB2_DN	14778.004804684635	14680.682244766936	14726.42990557325	14831.513324819587	14762.062242639518	14771.89247365063
IPA_DDB2_UP	12597.851581035373	12200.84050124413	12621.85225084643	11643.824956045839	11969.834054312703	11370.817336945061
IPA_DDIT3_DN	12201.874723985124	11753.717144142316	11596.423759746891	11678.962370424722	11581.45439861958	11721.608871923914
IPA_DDIT3_UP	11474.984685329984	11256.017053913385	11973.102830347278	11511.911480615805	11422.624978597309	11273.261498793734
IPA_DEAF1_DN	17794.508010068457	17794.511749951238	17793.69377618624	17789.499888382714	17786.55420041173	17795.499720925283
IPA_DEAF1_UP	8926.737879827875	7522.690096782014	8477.183062580329	8396.878664354193	8370.309164306524	8892.177674688875
IPA_DEK_DN						
IPA_DEK_UP						
IPA_DLX2_DN	7406.538814447544	7574.761009551143	5615.314947875198	4949.8822820023315	7581.798052465734	6602.275094979647
IPA_DLX2_UP	5299.09705165037	6481.953135697397	6603.477589881164	5085.89320971163	5571.500472489805	5647.854832359331
IPA_DLX3_DN						
IPA_DLX3_UP						
IPA_DLX5_DN	6253.674527645851	6097.670173873978	6477.680779215721	5858.663503672196	5717.659568532234	6171.672239124738
IPA_DLX5_UP	9055.952910158865	14824.05007535013	14218.368084617965	9510.11405348722	14555.914642982938	14655.133562203484
IPA_DMRT1_DN						
IPA_DMRT1_UP	7710.304577175427	6739.266731793106	6838.200614014845	7582.29020374516	7318.28975719162	7007.273402181417
IPA_DMTF1_DN						
IPA_DMTF1_UP	11876.831458794855	11641.824900228252	11177.811950547806	10715.799056684951	11100.809801570664	11031.807875863875
IPA_DNAJC1_DN						
IPA_DNAJC1_UP	15188.923892720784	15298.92696268813	15297.926934779338	15243.925427704458	15265.926041697927	15278.926404512249
IPA_DNMT1_DN	6442.8816924914445	8143.122818560016	7184.947406573747	7581.149337951267	7308.775059685067	7343.4686764948265
IPA_DNMT1_UP	11185.447473615575	11432.680590312044	11125.730780414782	11154.43208237162	11366.68263303324	11166.03438146254
IPA_DOT1L_DN				3593.6002902536484	2165.56043649573	2917.581423908863
IPA_DOT1L_UP	6925.663226942198	6143.510451825597	6854.0734179215915	6403.522318736436	6306.360868065026	6367.61286944513
IPA_E2F1_DN	13487.523356595111	13560.548420246967	13499.059799561608	13308.031936610172	13446.062331337404	12972.955765588154
IPA_E2F1_UP	13475.807081621937	13225.118832840879	13285.081624880822	13413.168565104073	13246.017806128024	13186.194589152374
IPA_E2F2_DN	10123.782534678867	10201.784711564804	10445.791521310555	9720.77128743486	10549.794423825137	9720.77128743486
IPA_E2F2_UP	13623.131097516725	13686.646868691781	13829.400316162566	13676.896286460187	13706.412869279324	13670.320476405128
IPA_E2F3_DN						
IPA_E2F3_UP	12217.435341643024	11778.447598265597	11712.123814732362	11843.532251983883	12322.37160805452	11683.145395267671
IPA_E2F4_DN	10183.054620567924	10749.088168811859	6696.966976991866	6835.920370678458	6406.622985345286	6734.349400801664
IPA_E2F4_UP	11598.795075815522	11816.768576421446	10135.298171202749	11648.698617488615	9983.772358966922	10211.394142111132
IPA_E2F5_DN						
IPA_E2F5_UP						
IPA_E2F6_DN	13172.068361688327	11873.390460212924	13048.265951843548	13152.758180537512	11981.161586365039	12041.542239267821
IPA_E2F6_UP	14268.164794718932	13955.486183247716	14143.350912023237	14000.805873895843	14153.276723489165	14296.807663288415
IPA_E2F7_DN	11744.211315290027	11640.362160236791	11757.176500945818	12137.837809602881	12182.343933381142	11738.918677861035
IPA_E2F7_UP	14295.42264422593	14111.925778580622	14296.253511717112	14148.044399645913	14141.569791740536	14073.903874005144
IPA_E2F8_DN	14091.8932767737	14420.902458766946	14093.893332591288	14296.898998076482	14072.892746506614	14211.896625828987
IPA_E2F8_UP	17010.974742543858	17029.97527281095	17029.97527281095	16932.972565657907	16913.97203539082	16887.97130976217
IPA_E4F1_DN						
IPA_E4F1_UP	11527.821718625728	10589.7955401769	11372.817392762649	11592.823532697343	10947.805531525173	10730.799475316862
IPA_EBF1_DN	10534.131192808109	10472.722818704748	10590.14181727877	10342.411816380214	10537.114468204913	10240.493196568916
IPA_EBF1_UP	6884.079827433098	7364.22632763349	7438.529396421319	7390.015773203011	8264.228683066141	7219.986603073497
IPA_EED_DN	5777.539163312725	5961.45023464051	5877.93498819158	4143.725309359513	5957.914036553833	5294.024752012896
IPA_EED_UP						
IPA_EGR1_DN	9957.819161230413	9369.320122087283	9807.55263613328	10172.892299791933	9996.586184179774	9826.04721587288
IPA_EGR1_UP	8935.297789863193	8796.677677230811	8930.933070161462	8785.248760213637	8952.29864528218	8851.001935964203
IPA_EGR2_DN	8609.472953494027	8944.149423103981	8595.352640498835	8134.82718227356	8830.117510893468	8338.64165234891
IPA_EGR2_UP	10146.591188106899	10075.510173229575	10281.1350362001	10152.13794437277	10178.186428811921	10210.377442740435
IPA_EGR3_DN	15826.941698531431	15977.945912759373	15926.944489410862	16122.949959534542	16130.950182804901	15958.945382492278
IPA_EGR3_UP	13149.51197095459	13162.641030262066	13242.861126014683	13222.69572694167	13205.622168984552	13089.038051853047
IPA_EHF_DN	10123.540608437743	7450.857587607276	7856.765538243074	7407.8255941713505	8061.001265458709	7456.610046698763
IPA_EHF_UP	14227.146551167078	14368.672606351034	14402.77057743635	14253.159159835906	14341.039567760925	14524.28848555982
IPA_EHMT2_DN	13248.092864480699	13285.210358169305	11409.251971523687	13575.360667650672	11490.305471241529	11562.320817462785
IPA_EHMT2_UP				4143.190175831046		
IPA_ELF1_DN						
IPA_ELF1_UP						
IPA_ELF2_DN		4097.614356285855	4606.628561862032	3172.588540651349	3198.5892662799943	2111.5589294208503
IPA_ELF2_UP	1421.3171085658496	1038.1872732319218	1494.6915138849542	1605.2382361127968	2161.0653921279213	1805.2385989374632
IPA_ELF3_DN	1044.0685459084561	3791.3039568668023	2787.3085117839523	2459.107080002546	3680.9404073395344	3972.5270859701195
IPA_ELF3_UP	9483.831374622805	7698.2534828289445	7796.145091213618	7690.060273659602	7425.851167276786	7978.152737071751
IPA_ELF4_DN	12462.824119799348	12646.847393642245	12512.97063689951	12701.055167868302	12732.294553503125	12808.090823654766
IPA_ELF4_UP	12560.588579940362	12280.695644595366	12323.443870993691	12261.411025772839	12413.638186742413	12004.201533777667
IPA_ELF5_DN	1772.5494683396637	2364.565990345748	3731.6041416672288	3154.5880382930554	3295.591973433018	2998.5836845211825
IPA_ELF5_UP	5828.426824367547	5345.6292291532645	5903.101880659409	5335.538768695136	4905.969846999126	5327.9676045615515
IPA_ELK1_DN	10919.184980822602	11221.734243024519	10789.909381325078	11179.439079415793	11254.241326965168	10942.38755229718
IPA_ELK1_UP	8812.753007042986	8193.10977514407	8054.85929345859	8334.854936522997	8524.401776497374	8353.410309644223
IPA_ELK4_DN						
IPA_ELK4_UP			2516.109935806801	881.2623220735112	2572.3351102416955	3134.3237231365665
IPA_EMX1_DN						
IPA_EMX1_UP			1062.5296530958803	995.5277832066785		
IPA_EMX2_DN	6065.455512521096	6502.529314660706	7241.162474606675	6635.67363124477	7162.659043766596	6230.1215756148495
IPA_EMX2_UP	2730.097181132191		1062.148869659522	995.1267094585013		
IPA_ENO1_DN						
IPA_ENO1_UP	14525.423545042442	14744.7735186402	14991.745962063287	14699.206537833177	14804.458961031527	14511.213766950057
IPA_EOMES_DN	5230.709817816296	5121.32041545498	6017.491675485704	6770.943881265301	5718.5143239503805	6143.406136146757
IPA_EOMES_UP	5857.821898787984	5935.215357115256	6596.092900673285	7215.195050731044	7177.235396733947	7237.9005255533675
IPA_EP300_DN	11726.293312311956	11209.021456164752	11819.8742226129	12109.74002958219	11408.989299118832	12053.090375110372
IPA_EP300_UP	10090.71705530908	9994.77602649346	10333.74080659114	10014.543997260822	9946.197153222787	9565.318418366682
IPA_EP400_DN						
IPA_EP400_UP	13773.91543732199	13575.58896830268	13543.766993205367	13584.57714171476	13635.917096032286	13564.542193290734
IPA_EPAS1_DN	12216.61455767964	12185.651599899309	10495.523250958458	11891.966761762127	12118.890459912656	10946.28159864944
IPA_EPAS1_UP	11388.854607369998	11156.162270509943	11075.299855127796	11161.35021009815	11371.652073484236	11549.91179737621
IPA_ERCC6L_DN	5611.656610200063	2330.56504144675	3080.5859730422953	2284.563757642223	3618.6009879735	2540.5709022935025
IPA_ERCC6L_UP						
IPA_ERCC6_DN						
IPA_ERCC6_UP	11540.862873417285	11988.732314727948	11767.115630575228	11330.46425682519	12160.637287549154	11602.185260053195
IPA_ERCC8_DN						
IPA_ERCC8_UP						
IPA_ERG_DN	15447.931121098447	15591.935139964791	15355.928553489393	15283.926544056221	15264.926013789134	15648.936730766052
IPA_ERG_UP	9972.51138139083	10123.921730597453	10226.165724241424	9815.436788338395	10179.703110653561	10410.881517527036
IPA_ESR1_DN	9995.284947489918	9582.487312869414	9599.622608363023	9860.372975774642	9719.018579018208	9295.630110540362
IPA_ESR1_UP	9204.538559625296	8992.896346086156	9008.119286606425	9035.235077744243	9112.615021784024	8930.50523946106
IPA_ESRRA_DN	12238.775604884084	12325.583071999206	12613.155020327247	11934.01150773718	12128.621935410414	11935.58893021005
IPA_ESRRA_UP	14236.104509391553	13948.40446479785	14035.25924381507	13946.336622311408	13916.23750767896	13830.683715337751
IPA_ESRRB_DN	14894.704130633261	14924.652023460545	14817.456628539941	14940.655679614629	14819.677588629254	14977.655623795534
IPA_ESRRB_UP	11652.683060407944	13658.635458033123	12293.811841609268	11098.258734515348	11654.372054439767	12949.581343890142
IPA_ESRRG_DN	10273.296176397787	9948.295646115397	10227.482305339941	10452.301032663769	10063.340692166366	10484.30775887091
IPA_ESRRG_UP	14164.963418586643	16420.376674266005	15250.042107876803	12431.218168622428	13956.938477126056	13991.440438271935
IPA_ETS1_DN	10228.232627274014	9643.756593528828	10672.007470715818	9338.637582772142	9972.947484876673	9998.88842456236
IPA_ETS1_UP	9042.853370872808	9439.934576314212	9338.05082277727	9377.93546978332	9451.338615172659	8973.254945544188
